tm	opp	season	week	player	reg_play	yards_adj	dpos	start	yob	value
"JAC"	"GB"	2001	12	"MB-4500"	73	4.683278	118	1993	1970	3.766246
"KC"	"PHI"	2001	12	"TG-1600"	56.9	5.029746	222	1993	1970	3.468181
"LAC"	"SEA"	2001	12	"DF-1300"	61	4.993726	285	1986	1962	3
"LAR"	"ATL"	2001	12	"KW-0500"	33.9	9.304867	0	1998	1971	3
"MIA"	"DEN"	2001	12	"JF-1400"	47.8	4.438344	0	1995	1971	3
"MIN"	"PIT"	2001	12	"TB-1900"	17.2	11.05995	0	2001	1972	3
"MIN"	"PIT"	2001	12	"DC-4400"	30	5.939137	11	1999	1977	6.92533
"NE"	"NYJ"	2001	12	"TB-2300"	52	5.285302	199	2000	1977	3.663153
"NO"	"CAR"	2001	12	"AB-2900"	77	5.2674	131	2000	1976	3.706278
"NYJ"	"NE"	2001	12	"VT-0200"	63	4.447323	1	1987	1963	7.807715
"OAK"	"ARI"	2001	12	"RG-0200"	78	5.838687	98	1987	1965	3.871378
"PHI"	"KC"	2001	12	"DM-2200"	59.9	6.355886	2	1999	1976	7.649599
"PIT"	"MIN"	2001	12	"KS-2300"	61.7	5.633065	60	1995	1972	4.682622
"SEA"	"LAC"	2001	12	"MH-1600"	73	4.240749	187	1998	1975	3.696125
"SF"	"BUF"	2001	12	"JG-0600"	55.9	6.279802	0	1999	1970	3
"TB"	"CIN"	2001	12	"BJ-1400"	68	4.033643	227	1992	1968	3.410072
"TEN"	"CLE"	2001	12	"NO-0100"	7	5.72374	70	1991	1966	4.27193
"TEN"	"CLE"	2001	12	"SM-2400"	35.6	8.697414	3	1995	1973	7.557323
"WAS"	"DAL"	2001	12	"TB-0200"	55.8	4.889393	42	1996	1973	5.299015
"ARI"	"WAS"	2001	13	"JP-3200"	51.1	5.464478	42	1997	1974	5.299015
"ATL"	"NO"	2001	13	"CC-1400"	58.7	3.502346	76	1988	1965	4.134471
"BUF"	"CAR"	2001	13	"AV-0200"	64	5.734684	216	1993	1970	3.539205
"CAR"	"BUF"	2001	13	"CW-1300"	57	4.15938	106	2001	1972	3.8407
"CHI"	"GB"	2001	13	"JM-4500"	52	3.710686	178	1995	1971	3.719557
"CIN"	"JAC"	2001	13	"JK-1500"	57	3.463906	0	1997	1972	3
"CLE"	"NE"	2001	13	"TC-2600"	60.2	4.612172	1	1999	1977	7.807715
"DAL"	"NYG"	2001	13	"QC-0100"	63.9	4.457032	53	2001	1977	4.886456
"DEN"	"SEA"	2001	13	"BG-1900"	32	3.886624	91	1998	1975	3.924745
"DEN"	"SEA"	2001	13	"GF-0400"	30.6	4.675014	197	1994	1971	3.668989
"DET"	"TB"	2001	13	"MM-2800"	52	5.001943	149	2001	1979	3.736106
"GB"	"CHI"	2001	13	"BF-0100"	64.4	5.469422	33	1991	1969	5.677783
"IND"	"MIA"	2001	13	"PM-0200"	45.8	5.532107	1	1998	1976	7.807715
"JAC"	"CIN"	2001	13	"MB-4500"	63	4.215923	118	1993	1970	3.766246
"KC"	"OAK"	2001	13	"TG-1600"	71	6.581523	222	1993	1970	3.468181
"LAC"	"PHI"	2001	13	"DF-1300"	73	5.553333	285	1986	1962	3
"LAR"	"SF"	2001	13	"KW-0500"	66.6	5.233478	0	1998	1971	3
"MIA"	"IND"	2001	13	"JF-1400"	49.1	5.62665	0	1995	1971	3
"MIN"	"TEN"	2001	13	"TB-1900"	50.2	8.608986	0	2001	1972	3
"NE"	"CLE"	2001	13	"TB-2300"	59.6	4.890126	199	2000	1977	3.663153
"NO"	"ATL"	2001	13	"AB-2900"	47.7	6.959734	131	2000	1976	3.706278
"NYG"	"DAL"	2001	13	"KC-2000"	51	4.877807	1	1995	1972	7.807715
"NYJ"	"PIT"	2001	13	"VT-0200"	46	4.919201	1	1987	1963	7.807715
"OAK"	"KC"	2001	13	"RG-0200"	52	5.163681	98	1987	1965	3.871378
"PHI"	"LAC"	2001	13	"DM-2200"	70.2	3.934697	2	1999	1976	7.649599
"PIT"	"NYJ"	2001	13	"KS-2300"	73.3	4.66539	60	1995	1972	4.682622
"SEA"	"DEN"	2001	13	"MH-1600"	63	4.483541	187	1998	1975	3.696125
"SF"	"LAR"	2001	13	"JG-0600"	50.1	3.369607	0	1999	1970	3
"TB"	"DET"	2001	13	"BJ-1400"	79	4.456577	227	1992	1968	3.410072
"TEN"	"MIN"	2001	13	"SM-2400"	56.9	6.135952	3	1995	1973	7.557323
"TEN"	"MIN"	2001	13	"BV-0200"	.3	1.086714	0	2001	1976	3
"WAS"	"ARI"	2001	13	"TB-0200"	56.7	5.864032	42	1996	1973	5.299015
"ARI"	"NYG"	2001	14	"JP-3200"	78	4.031332	42	1997	1974	5.299015
"ATL"	"IND"	2001	14	"CC-1400"	64.7	4.815898	76	1988	1965	4.134471
"BAL"	"PIT"	2001	14	"EG-0600"	52	3.873919	219	1994	1970	3.509402
"BUF"	"NE"	2001	14	"AV-0200"	73	4.291312	216	1993	1970	3.539205
"CHI"	"TB"	2001	14	"JM-4500"	56.1	5.544683	178	1995	1971	3.719557
"CIN"	"NYJ"	2001	14	"JK-1500"	30	5.21069	0	1997	1972	3
"CIN"	"NYJ"	2001	14	"AS-1400"	26	3.979921	3	1999	1975	7.557323
"CLE"	"JAC"	2001	14	"TC-2600"	48	4.490888	1	1999	1977	7.807715
"DAL"	"SEA"	2001	14	"QC-0100"	49.1	4.157629	53	2001	1977	4.886456
"DEN"	"KC"	2001	14	"GF-0400"	42	5.482015	197	1994	1971	3.668989
"DEN"	"KC"	2001	14	"JJ-0300"	28	3.934396	214	2000	1977	3.558447
"DET"	"MIN"	2001	14	"MM-2800"	68	5.098188	149	2001	1979	3.736106
"GB"	"TEN"	2001	14	"BF-0100"	55	4.399576	33	1991	1969	5.677783
"IND"	"ATL"	2001	14	"PM-0200"	64.2	7.627272	1	1998	1976	7.807715
"JAC"	"CLE"	2001	14	"MB-4500"	76	3.973865	118	1993	1970	3.766246
"KC"	"DEN"	2001	14	"TG-1600"	59	6.59015	222	1993	1970	3.468181
"LAC"	"OAK"	2001	14	"DF-1300"	63	4.286797	285	1986	1962	3
"LAR"	"NO"	2001	14	"KW-0500"	58	6.08552	0	1998	1971	3
"MIA"	"SF"	2001	14	"JF-1400"	33.6	3.119639	0	1995	1971	3
"MIN"	"DET"	2001	14	"TB-1900"	56	5.463122	0	2001	1972	3
"NE"	"BUF"	2001	14	"TB-2300"	67	5.230007	199	2000	1977	3.663153
"NO"	"LAR"	2001	14	"AB-2900"	62.8	4.48075	131	2000	1976	3.706278
"NYG"	"ARI"	2001	14	"KC-2000"	58	4.385415	1	1995	1972	7.807715
"NYJ"	"CIN"	2001	14	"VT-0200"	56	5.547436	1	1987	1963	7.807715
"OAK"	"LAC"	2001	14	"RG-0200"	56.3	5.456156	98	1987	1965	3.871378
"PHI"	"WAS"	2001	14	"DM-2200"	53.3	5.191294	2	1999	1976	7.649599
"PIT"	"BAL"	2001	14	"KS-2300"	71	6.824473	60	1995	1972	4.682622
"SEA"	"DAL"	2001	14	"MH-1600"	68.1	4.682178	187	1998	1975	3.696125
"SF"	"MIA"	2001	14	"JG-0600"	56.9	4.431686	0	1999	1970	3
"TB"	"CHI"	2001	14	"BJ-1400"	50.7	4.182656	227	1992	1968	3.410072
"TEN"	"GB"	2001	14	"SM-2400"	74	5.889329	3	1995	1973	7.557323
"WAS"	"PHI"	2001	14	"TB-0200"	67	5.282276	42	1996	1973	5.299015
"ARI"	"DAL"	2001	15	"JP-3200"	52	3.920687	42	1997	1974	5.299015
"ATL"	"BUF"	2001	15	"CC-1400"	69	6.743968	76	1988	1965	4.134471
"BAL"	"CIN"	2001	15	"EG-0600"	64.1	4.557178	219	1994	1970	3.509402
"BUF"	"ATL"	2001	15	"AV-0200"	51	7.659901	216	1993	1970	3.539205
"CAR"	"LAR"	2001	15	"CW-1300"	72.9	5.451134	106	2001	1972	3.8407
"CHI"	"WAS"	2001	15	"JM-4500"	57.8	4.413636	178	1995	1971	3.719557
"CIN"	"BAL"	2001	15	"JK-1500"	69.6	4.102319	0	1997	1972	3
"CLE"	"GB"	2001	15	"TC-2600"	46	5.823939	1	1999	1977	7.807715
"DAL"	"ARI"	2001	15	"QC-0100"	67	5.234747	53	2001	1977	4.886456
"DET"	"PIT"	2001	15	"MM-2800"	40.1	3.922147	149	2001	1979	3.736106
"GB"	"CLE"	2001	15	"BF-0100"	51.5	5.901766	33	1991	1969	5.677783
"IND"	"NYJ"	2001	15	"PM-0200"	55	6.802465	1	1998	1976	7.807715
"JAC"	"MIN"	2001	15	"MB-4500"	48.1	6.8423	118	1993	1970	3.766246
"KC"	"LAC"	2001	15	"TG-1600"	61	5.381862	222	1993	1970	3.468181
"LAC"	"KC"	2001	15	"DF-1300"	58	5.958162	285	1986	1962	3
"LAR"	"CAR"	2001	15	"KW-0500"	59	7.171748	0	1998	1971	3
"MIA"	"NE"	2001	15	"JF-1400"	57.5	6.597435	0	1995	1971	3
"MIN"	"JAC"	2001	15	"TB-1900"	5	.6570107	0	2001	1972	3
"MIN"	"JAC"	2001	15	"SW-2400"	41.4	3.289388	183	2000	1978	3.707234
"NE"	"MIA"	2001	15	"TB-2300"	61	5.12099	199	2000	1977	3.663153
"NO"	"TB"	2001	15	"AB-2900"	21.7	3.434292	131	2000	1976	3.706278
"NYG"	"SEA"	2001	15	"KC-2000"	69	5.981662	1	1995	1972	7.807715
"NYJ"	"IND"	2001	15	"VT-0200"	77	5.583252	1	1987	1963	7.807715
"OAK"	"TEN"	2001	15	"RG-0200"	69	4.41889	98	1987	1965	3.871378
"PHI"	"SF"	2001	15	"DM-2200"	59	5.085711	2	1999	1976	7.649599
"PIT"	"DET"	2001	15	"KS-2300"	44.2	7.466427	60	1995	1972	4.682622
"SEA"	"NYG"	2001	15	"MH-1600"	59	4.597235	187	1998	1975	3.696125
"SF"	"PHI"	2001	15	"JG-0600"	54.5	4.440926	0	1999	1970	3
"TB"	"NO"	2001	15	"BJ-1400"	46.2	5.984687	227	1992	1968	3.410072
"TEN"	"OAK"	2001	15	"SM-2400"	63	4.269343	3	1995	1973	7.557323
"WAS"	"CHI"	2001	15	"TB-0200"	75	3.966574	42	1996	1973	5.299015
"ARI"	"CAR"	2001	16	"JP-3200"	36.4	6.743802	42	1997	1974	5.299015
"ATL"	"MIA"	2001	16	"MV-0300"	41	7.222291	1	2001	1980	7.807715
"ATL"	"MIA"	2001	16	"CC-1400"	31	3.197193	76	1988	1965	4.134471
"BAL"	"TB"	2001	16	"EG-0600"	68	3.879831	219	1994	1970	3.509402
"BUF"	"NYJ"	2001	16	"AV-0200"	68	5.859676	216	1993	1970	3.539205
"CAR"	"ARI"	2001	16	"CW-1300"	55.5	3.60395	106	2001	1972	3.8407
"CHI"	"DET"	2001	16	"JM-4500"	48.7	6.019138	178	1995	1971	3.719557
"CIN"	"PIT"	2001	16	"JK-1500"	98	5.460838	0	1997	1972	3
"CLE"	"TEN"	2001	16	"TC-2600"	59	7.042823	1	1999	1977	7.807715
"DAL"	"SF"	2001	16	"QC-0100"	67.2	6.055276	53	2001	1977	4.886456
"DEN"	"OAK"	2001	16	"BG-1900"	55	4.086624	91	1998	1975	3.924745
"DET"	"CHI"	2001	16	"TD-1100"	63.9	4.540319	230	1993	1967	3.363133
"GB"	"MIN"	2001	16	"BF-0100"	49.5	4.395658	33	1991	1969	5.677783
"IND"	"LAR"	2001	16	"PM-0200"	43.8	5.033736	1	1998	1976	7.807715
"JAC"	"KC"	2001	16	"MB-4500"	67	6.459978	118	1993	1970	3.766246
"KC"	"JAC"	2001	16	"TG-1600"	68	5.504255	222	1993	1970	3.468181
"LAC"	"SEA"	2001	16	"DF-1300"	73	5.389643	285	1986	1962	3
"LAR"	"IND"	2001	16	"KW-0500"	44.2	8.951012	0	1998	1971	3
"MIA"	"ATL"	2001	16	"JF-1400"	50.3	4.401231	0	1995	1971	3
"MIN"	"GB"	2001	16	"SW-2400"	75	4.285546	183	2000	1978	3.707234
"NO"	"WAS"	2001	16	"AB-2900"	43.9	3.91561	131	2000	1976	3.706278
"NYG"	"PHI"	2001	16	"KC-2000"	67	5.653909	1	1995	1972	7.807715
"NYJ"	"BUF"	2001	16	"VT-0200"	59	6.604876	1	1987	1963	7.807715
"OAK"	"DEN"	2001	16	"RG-0200"	68	5.085592	98	1987	1965	3.871378
"PHI"	"NYG"	2001	16	"DM-2200"	66	5.581354	2	1999	1976	7.649599
"PIT"	"CIN"	2001	16	"KS-2300"	64.1	5.050764	60	1995	1972	4.682622
"SEA"	"LAC"	2001	16	"TD-1400"	51	6.156165	6	1994	1972	7.292971
"SF"	"DAL"	2001	16	"JG-0600"	53.5	5.406188	0	1999	1970	3
"TB"	"BAL"	2001	16	"BJ-1400"	58	3.608347	227	1992	1968	3.410072
"TEN"	"CLE"	2001	16	"SM-2400"	62	7.13745	3	1995	1973	7.557323
"WAS"	"NO"	2001	16	"TB-0200"	46.9	4.49383	42	1996	1973	5.299015
"ARI"	"WAS"	2001	17	"JP-3200"	43	4.48541	42	1997	1974	5.299015
"ATL"	"LAR"	2001	17	"MV-0300"	52.2	4.558765	1	2001	1980	7.807715
"BAL"	"MIN"	2001	17	"EG-0600"	71	4.935327	219	1994	1970	3.509402
"BUF"	"MIA"	2001	17	"TB-3200"	29.1	4.934862	0	2000	1977	3
"BUF"	"MIA"	2001	17	"AV-0200"	13	1.028106	216	1993	1970	3.539205
"CAR"	"NE"	2001	17	"CW-1300"	45.8	5.057935	106	2001	1972	3.8407
"CHI"	"JAC"	2001	17	"JM-4500"	56.8	4.873935	178	1995	1971	3.719557
"CIN"	"TEN"	2001	17	"JK-1500"	76	5.8734	0	1997	1972	3
"CLE"	"PIT"	2001	17	"TC-2600"	43.2	3.787509	1	1999	1977	7.807715
"DAL"	"DET"	2001	17	"QC-0100"	53	4.837111	53	2001	1977	4.886456
"DEN"	"IND"	2001	17	"BG-1900"	58.4	3.6828	91	1998	1975	3.924745
"DET"	"DAL"	2001	17	"TD-1100"	66	5.232768	230	1993	1967	3.363133
"GB"	"NYG"	2001	17	"BF-0100"	51.1	7.453383	33	1991	1969	5.677783
"IND"	"DEN"	2001	17	"PM-0200"	54.6	5.256549	1	1998	1976	7.807715
"JAC"	"CHI"	2001	17	"MB-4500"	44.8	4.000652	118	1993	1970	3.766246
"KC"	"SEA"	2001	17	"TG-1600"	63	4.914685	222	1993	1970	3.468181
"LAR"	"ATL"	2001	17	"KW-0500"	51.4	7.257374	0	1998	1971	3
"MIA"	"BUF"	2001	17	"JF-1400"	56.4	4.604885	0	1995	1971	3
"MIN"	"BAL"	2001	17	"SW-2400"	52.7	3.501904	183	2000	1978	3.707234
"NE"	"CAR"	2001	17	"TB-2300"	55.3	4.995505	199	2000	1977	3.663153
"NO"	"SF"	2001	17	"JB-3800"	.1	-.8369831	166	1992	1970	3.727552
"NO"	"SF"	2001	17	"AB-2900"	41.5	2.283852	131	2000	1976	3.706278
"NYG"	"GB"	2001	17	"KC-2000"	67.5	6.301752	1	1995	1972	7.807715
"NYJ"	"OAK"	2001	17	"VT-0200"	54	5.678185	1	1987	1963	7.807715
"OAK"	"NYJ"	2001	17	"RG-0200"	69	4.770682	98	1987	1965	3.871378
"PHI"	"TB"	2001	17	"KD-0600"	37	4.17764	207	1998	1973	3.618445
"PHI"	"TB"	2001	17	"AF-0300"	16	9.848248	155	2001	1977	3.726704
"PIT"	"CLE"	2001	17	"TM-0200"	20	9.439931	25	1992	1971	6.048151
"PIT"	"CLE"	2001	17	"KS-2300"	36	4.568117	60	1995	1972	4.682622
"SEA"	"KC"	2001	17	"TD-1400"	70.9	5.389778	6	1994	1972	7.292971
"SF"	"NO"	2001	17	"TR-0100"	.7	4.70998	212	2000	1977	3.575995
"SF"	"NO"	2001	17	"JG-0600"	34.1	7.172991	0	1999	1970	3
"TB"	"PHI"	2001	17	"SK-0400"	52	3.432883	50	1999	1977	5.001646
"TB"	"PHI"	2001	17	"BJ-1400"	8	7.83678	227	1992	1968	3.410072
"TEN"	"CIN"	2001	17	"SM-2400"	35	5.480995	3	1995	1973	7.557323
"TEN"	"CIN"	2001	17	"NO-0100"	23	5.415851	70	1991	1966	4.27193
"WAS"	"ARI"	2001	17	"KG-0800"	10	3.83759	211	1992	1968	3.585316
"WAS"	"ARI"	2001	17	"TB-0200"	62	4.824687	42	1996	1973	5.299015
"BAL"	"MIA"	2001	18	"EG-0600"	63.5	5.512275	219	1994	1970	3.509402
"GB"	"SF"	2001	18	"BF-0100"	56	6.443393	33	1991	1969	5.677783
"MIA"	"BAL"	2001	18	"JF-1400"	41.3	3.366788	0	1995	1971	3
"NYJ"	"OAK"	2001	18	"VT-0200"	58.9	6.618293	1	1987	1963	7.807715
"OAK"	"NYJ"	2001	18	"RG-0200"	61	8.166979	98	1987	1965	3.871378
"PHI"	"TB"	2001	18	"DM-2200"	54.5	5.953922	2	1999	1976	7.649599
"SF"	"GB"	2001	18	"JG-0600"	55	5.364807	0	1999	1970	3
"TB"	"PHI"	2001	18	"BJ-1400"	55.9	4.234309	227	1992	1968	3.410072
"BAL"	"PIT"	2001	19	"EG-0600"	47.2	3.222807	219	1994	1970	3.509402
"CHI"	"PHI"	2001	19	"SM-0900"	26.7	2.965561	0	1996	1970	3
"CHI"	"PHI"	2001	19	"JM-4500"	16	5.50009	178	1995	1971	3.719557
"GB"	"LAR"	2001	19	"BF-0100"	47.2	5.41712	33	1991	1969	5.677783
"LAR"	"GB"	2001	19	"KW-0500"	33.5	6.512211	0	1998	1971	3
"NE"	"OAK"	2001	19	"TB-2300"	84	4.231863	199	2000	1977	3.663153
"OAK"	"NE"	2001	19	"RG-0200"	59	4.051697	98	1987	1965	3.871378
"PHI"	"CHI"	2001	19	"DM-2200"	68.1	5.421824	2	1999	1976	7.649599
"PIT"	"BAL"	2001	19	"KS-2300"	62.3	4.59932	60	1995	1972	4.682622
"LAR"	"PHI"	2001	20	"KW-0500"	67	5.194324	0	1998	1971	3
"NE"	"PIT"	2001	20	"DB-2600"	37.8	3.785418	1	1993	1972	7.807715
"NE"	"PIT"	2001	20	"TB-2300"	30	4.581141	199	2000	1977	3.663153
"PHI"	"LAR"	2001	20	"DM-2200"	55	4.474155	2	1999	1976	7.649599
"PIT"	"NE"	2001	20	"KS-2300"	67	4.680489	60	1995	1972	4.682622
"LAR"	"NE"	2001	21	"KW-0500"	69	6.044408	0	1998	1971	3
"NE"	"LAR"	2001	21	"TB-2300"	54	4.601451	199	2000	1977	3.663153
"ARI"	"WAS"	2002	1	"JP-3200"	57	4.608819	42	1997	1974	5.299015
"ATL"	"GB"	2002	1	"MV-0300"	56	6.830883	1	2001	1980	7.807715
"BAL"	"CAR"	2002	1	"CR-0600"	54	5.58106	75	2000	1977	4.140656
"BUF"	"NYJ"	2002	1	"DB-2600"	75	5.027794	1	1993	1972	7.807715
"CAR"	"BAL"	2002	1	"RP-0500"	55	4.902631	141	1989	1966	3.720037
"CHI"	"MIN"	2002	1	"JM-4500"	59	6.137012	178	1995	1971	3.719557
"CIN"	"LAC"	2002	1	"GF-0400"	30.7	4.99785	197	1994	1971	3.668989
"CLE"	"KC"	2002	1	"KH-2100"	61	6.624337	0	1997	1973	3
"DAL"	"HOU"	2002	1	"QC-0100"	57	4.544039	53	2001	1977	4.886456
"DEN"	"LAR"	2002	1	"BG-1900"	56	5.160999	91	1998	1975	3.924745
"DET"	"MIA"	2002	1	"MM-2800"	32.7	5.086424	149	2001	1979	3.736106
"DET"	"MIA"	2002	1	"JH-1700"	.7	3.511972	3	2002	1978	7.557323
"GB"	"ATL"	2002	1	"BF-0100"	76	6.321764	33	1991	1969	5.677783
"HOU"	"DAL"	2002	1	"DC-0700"	62.1	3.065524	1	2002	1979	7.807715
"IND"	"JAC"	2002	1	"PM-0200"	60	5.431141	1	1998	1976	7.807715
"JAC"	"IND"	2002	1	"MB-4500"	69	5.086521	118	1993	1970	3.766246
"KC"	"CLE"	2002	1	"TG-1600"	59	8.051687	222	1993	1970	3.468181
"LAC"	"CIN"	2002	1	"DB-3800"	47.5	6.651379	32	2001	1979	5.704956
"LAR"	"DEN"	2002	1	"KW-0500"	57	5.828921	0	1998	1971	3
"MIA"	"DET"	2002	1	"JF-1400"	41.2	6.609814	0	1995	1971	3
"MIN"	"CHI"	2002	1	"DC-4400"	61	6.081743	11	1999	1977	6.92533
"NE"	"PIT"	2002	1	"TB-2300"	52.2	5.755894	199	2000	1977	3.663153
"NO"	"TB"	2002	1	"AB-2900"	78	4.828666	131	2000	1976	3.706278
"NYG"	"SF"	2002	1	"KC-2000"	70	5.080833	1	1995	1972	7.807715
"NYJ"	"BUF"	2002	1	"VT-0200"	47	5.766337	1	1987	1963	7.807715
"OAK"	"SEA"	2002	1	"RG-0200"	45.9	6.56186	98	1987	1965	3.871378
"PHI"	"TEN"	2002	1	"DM-2200"	64	4.108538	2	1999	1976	7.649599
"PIT"	"NE"	2002	1	"KS-2300"	46.6	3.932167	60	1995	1972	4.682622
"SEA"	"OAK"	2002	1	"MH-1600"	40.4	3.847524	187	1998	1975	3.696125
"SF"	"NYG"	2002	1	"JG-0600"	51	5.593246	0	1999	1970	3
"TB"	"NO"	2002	1	"BJ-1400"	75	4.351644	227	1992	1968	3.410072
"TEN"	"PHI"	2002	1	"SM-2400"	58	5.567941	3	1995	1973	7.557323
"WAS"	"ARI"	2002	1	"SM-0900"	70	6.24446	0	1996	1970	3
"ARI"	"SEA"	2002	2	"JP-3200"	58	6.078967	42	1997	1974	5.299015
"ATL"	"CHI"	2002	2	"MV-0300"	62	3.802172	1	2001	1980	7.807715
"BAL"	"TB"	2002	2	"CR-0600"	49	2.81923	75	2000	1977	4.140656
"BUF"	"MIN"	2002	2	"DB-2600"	66	6.946888	1	1993	1972	7.807715
"CAR"	"DET"	2002	2	"CW-1300"	.2	.9092346	106	2001	1972	3.8407
"CAR"	"DET"	2002	2	"RP-0500"	50.8	6.822989	141	1989	1966	3.720037
"CHI"	"ATL"	2002	2	"JM-4500"	55	4.274161	178	1995	1971	3.719557
"CIN"	"CLE"	2002	2	"GF-0400"	75.7	4.430324	197	1994	1971	3.668989
"CLE"	"CIN"	2002	2	"KH-2100"	52.3	4.865087	0	1997	1973	3
"DAL"	"TEN"	2002	2	"QC-0100"	49.6	5.903339	53	2001	1977	4.886456
"DEN"	"SF"	2002	2	"BG-1900"	56	5.562463	91	1998	1975	3.924745
"DET"	"CAR"	2002	2	"JH-1700"	8	1.500057	3	2002	1978	7.557323
"DET"	"CAR"	2002	2	"MM-2800"	39.5	2.805061	149	2001	1979	3.736106
"GB"	"NO"	2002	2	"BF-0100"	64	5.393904	33	1991	1969	5.677783
"HOU"	"LAC"	2002	2	"DC-0700"	46.9	2.015213	1	2002	1979	7.807715
"IND"	"MIA"	2002	2	"PM-0200"	75.4	5.323957	1	1998	1976	7.807715
"JAC"	"KC"	2002	2	"MB-4500"	63.9	7.160504	118	1993	1970	3.766246
"KC"	"JAC"	2002	2	"TG-1600"	60.9	5.420465	222	1993	1970	3.468181
"LAC"	"HOU"	2002	2	"DB-3800"	55.9	4.333808	32	2001	1979	5.704956
"LAR"	"NYG"	2002	2	"KW-0500"	57	5.832426	0	1998	1971	3
"MIA"	"IND"	2002	2	"JF-1400"	46.3	6.793515	0	1995	1971	3
"MIN"	"BUF"	2002	2	"DC-4400"	90	4.75701	11	1999	1977	6.92533
"NE"	"NYJ"	2002	2	"TB-2300"	57.4	6.05839	199	2000	1977	3.663153
"NO"	"GB"	2002	2	"AB-2900"	51.5	6.364209	131	2000	1976	3.706278
"NYG"	"LAR"	2002	2	"KC-2000"	66	5.82582	1	1995	1972	7.807715
"NYJ"	"NE"	2002	2	"VT-0200"	30.3	3.374856	1	1987	1963	7.807715
"NYJ"	"NE"	2002	2	"CP-0900"	.9	2.762354	18	2000	1976	6.455974
"OAK"	"PIT"	2002	2	"RG-0200"	86.6	5.477702	98	1987	1965	3.871378
"PHI"	"WAS"	2002	2	"DM-2200"	46.1	7.415716	2	1999	1976	7.649599
"PIT"	"OAK"	2002	2	"KS-2300"	49.6	5.334775	60	1995	1972	4.682622
"SEA"	"ARI"	2002	2	"TD-1400"	74.2	5.464684	6	1994	1972	7.292971
"SF"	"DEN"	2002	2	"JG-0600"	51.6	4.196305	0	1999	1970	3
"TB"	"BAL"	2002	2	"BJ-1400"	55.5	4.902869	227	1992	1968	3.410072
"TEN"	"DAL"	2002	2	"SM-2400"	63	4.978165	3	1995	1973	7.557323
"TEN"	"DAL"	2002	2	"NO-0100"	7	3.787689	70	1991	1966	4.27193
"WAS"	"PHI"	2002	2	"SM-0900"	33	3.452705	0	1996	1970	3
"WAS"	"PHI"	2002	2	"DW-5000"	9.4	2.95415	99	1997	1974	3.92157
"ARI"	"LAC"	2002	3	"JP-3200"	60	4.823985	42	1997	1974	5.299015
"ATL"	"CIN"	2002	3	"MV-0300"	45	4.967134	1	2001	1980	7.807715
"BUF"	"DEN"	2002	3	"DB-2600"	59	5.017392	1	1993	1972	7.807715
"CAR"	"MIN"	2002	3	"RP-0500"	66	5.462975	141	1989	1966	3.720037
"CHI"	"NO"	2002	3	"JM-4500"	70.9	4.881935	178	1995	1971	3.719557
"CIN"	"ATL"	2002	3	"GF-0400"	16	.793479	197	1994	1971	3.668989
"CIN"	"ATL"	2002	3	"JK-1500"	26	3.634772	0	1997	1972	3
"CLE"	"TEN"	2002	3	"TC-2600"	72.9	5.67089	1	1999	1977	7.807715
"DAL"	"PHI"	2002	3	"QC-0100"	42.4	5.557313	53	2001	1977	4.886456
"DEN"	"BUF"	2002	3	"BG-1900"	64	5.277774	91	1998	1975	3.924745
"DET"	"GB"	2002	3	"JH-1700"	56.9	4.410316	3	2002	1978	7.557323
"GB"	"DET"	2002	3	"BF-0100"	77.7	5.540064	33	1991	1969	5.677783
"HOU"	"IND"	2002	3	"DC-0700"	50.2	3.909877	1	2002	1979	7.807715
"IND"	"HOU"	2002	3	"PM-0200"	55.3	6.340358	1	1998	1976	7.807715
"KC"	"NE"	2002	3	"TG-1600"	62	6.076221	222	1993	1970	3.468181
"LAC"	"ARI"	2002	3	"DB-3800"	67	4.391261	32	2001	1979	5.704956
"LAR"	"TB"	2002	3	"KW-0500"	68.3	5.195835	0	1998	1971	3
"MIA"	"NYJ"	2002	3	"JF-1400"	61.9	5.903591	0	1995	1971	3
"MIN"	"CAR"	2002	3	"DC-4400"	53	4.259579	11	1999	1977	6.92533
"NE"	"KC"	2002	3	"TB-2300"	78	6.607918	199	2000	1977	3.663153
"NO"	"CHI"	2002	3	"AB-2900"	58	5.321037	131	2000	1976	3.706278
"NYG"	"SEA"	2002	3	"KC-2000"	76	4.556011	1	1995	1972	7.807715
"NYJ"	"MIA"	2002	3	"CP-0900"	.2	6.093442	18	2000	1976	6.455974
"NYJ"	"MIA"	2002	3	"VT-0200"	44.8	3.978598	1	1987	1963	7.807715
"PHI"	"DAL"	2002	3	"KD-0600"	.2	-.2288308	207	1998	1973	3.618445
"PHI"	"DAL"	2002	3	"DM-2200"	50.2	7.73934	2	1999	1976	7.649599
"SEA"	"NYG"	2002	3	"TD-1400"	45	3.35878	6	1994	1972	7.292971
"SF"	"WAS"	2002	3	"TR-0100"	30.7	4.932511	212	2000	1977	3.575995
"SF"	"WAS"	2002	3	"JG-0600"	37	5.658207	0	1999	1970	3
"TB"	"LAR"	2002	3	"BJ-1400"	49	5.054501	227	1992	1968	3.410072
"TEN"	"CLE"	2002	3	"SM-2400"	56.9	3.251067	3	1995	1973	7.557323
"WAS"	"SF"	2002	3	"SM-0900"	45	4.900419	0	1996	1970	3
"WAS"	"SF"	2002	3	"DW-5000"	4	2.600419	99	1997	1974	3.92157
