tm	opp	season	week	player	reg_play	yards_adj	dpos	start	yob	value
"MIA"	"NYJ"	2017	7	"MM-4700"	30	6.578479	0	2007	1984	3
"MIN"	"BAL"	2017	7	"CK-0250"	63.5	5.23629	0	2012	1988	3
"NE"	"ATL"	2017	7	"TB-2300"	52.5	5.91305	199	2000	1977	3.663153
"NO"	"GB"	2017	7	"DB-3800"	72	6.947852	32	2001	1979	5.704956
"NYG"	"SEA"	2017	7	"EM-0200"	49.1	3.031012	1	2004	1981	7.807715
"NYJ"	"MIA"	2017	7	"JM-2900"	51	5.892229	81	2002	1979	4.034532
"OAK"	"KC"	2017	7	"DC-0725"	72	6.865322	36	2014	1991	5.53506
"PHI"	"WAS"	2017	7	"CW-1425"	59.4	6.209885	2	2016	1992	7.649599
"PIT"	"CIN"	2017	7	"BR-1100"	63.3	6.411141	11	2004	1982	6.92533
"SEA"	"NYG"	2017	7	"RW-3850"	69.9	6.212088	75	2012	1988	4.140656
"SF"	"DAL"	2017	7	"CB-1145"	44.8	4.86517	104	2017	1993	3.860996
"TB"	"BUF"	2017	7	"JW-5650"	70	6.577033	1	2015	1994	7.807715
"TEN"	"CLE"	2017	7	"MM-0912"	68	4.166573	2	2015	1993	7.649599
"WAS"	"PHI"	2017	7	"KC-2350"	59	5.720654	102	2012	1988	3.889682
"ATL"	"NYJ"	2017	8	"MR-2500"	62	6.322376	3	2008	1985	7.557323
"BAL"	"MIA"	2017	8	"RM-0300"	13.9	3.893569	74	2011	1988	4.192658
"BAL"	"MIA"	2017	8	"JF-1900"	31	5.985495	18	2008	1985	6.455974
"BUF"	"OAK"	2017	8	"TT-0500"	60.2	5.072475	180	2011	1989	3.714628
"CAR"	"TB"	2017	8	"CN-0500"	57.7	4.463305	1	2011	1989	7.807715
"CHI"	"NO"	2017	8	"MT-1800"	65	4.579056	2	2017	1994	7.649599
"CIN"	"IND"	2017	8	"AD-0100"	51	5.400474	35	2011	1987	5.58
"CLE"	"MIN"	2017	8	"DK-0875"	56.2	4.299029	52	2017	1996	4.945647
"DAL"	"WAS"	2017	8	"DP-2037"	63	4.965113	135	2016	1993	3.706125
"DEN"	"KC"	2017	8	"TS-1450"	67.6	5.486758	250	2015	1992	3.054461
"DET"	"PIT"	2017	8	"MS-4100"	69	6.642518	1	2009	1988	7.807715
"HOU"	"SEA"	2017	8	"DW-1725"	69	7.453921	12	2017	1995	6.852072
"IND"	"CIN"	2017	8	"JB-5725"	71	4.810434	91	2016	1992	3.924745
"KC"	"DEN"	2017	8	"AS-1600"	57.1	4.831442	1	2005	1984	7.807715
"LAC"	"NE"	2017	8	"PR-0300"	51	7.368003	4	2004	1981	7.46118
"MIA"	"BAL"	2017	8	"MM-4700"	48.2	3.046091	0	2007	1984	3
"MIN"	"CLE"	2017	8	"CK-0250"	74.2	5.211071	0	2012	1988	3
"NE"	"LAC"	2017	8	"TB-2300"	82	4.982552	199	2000	1977	3.663153
"NO"	"CHI"	2017	8	"DB-3800"	57	6.499478	32	2001	1979	5.704956
"NYJ"	"ATL"	2017	8	"JM-2900"	57	4.809882	81	2002	1979	4.034532
"OAK"	"BUF"	2017	8	"DC-0725"	54.1	5.927447	36	2014	1991	5.53506
"PHI"	"SF"	2017	8	"CW-1425"	49.6	4.917789	2	2016	1992	7.649599
"PIT"	"DET"	2017	8	"BR-1100"	57	6.76826	11	2004	1982	6.92533
"SEA"	"HOU"	2017	8	"RW-3850"	62	7.636206	75	2012	1988	4.140656
"SF"	"PHI"	2017	8	"CB-1145"	53.2	3.960526	104	2017	1993	3.860996
"TB"	"CAR"	2017	8	"JW-5650"	62.9	4.418799	1	2015	1994	7.807715
"WAS"	"DAL"	2017	8	"KC-2350"	57.2	4.679878	102	2012	1988	3.889682
"ARI"	"SF"	2017	9	"DS-3800"	69.6	5.438622	43	2007	1984	5.279004
"ATL"	"CAR"	2017	9	"MR-2500"	57	6.337695	3	2008	1985	7.557323
"BAL"	"TEN"	2017	9	"JF-1900"	77	4.598489	18	2008	1985	6.455974
"BUF"	"NYJ"	2017	9	"TT-0500"	50.7	4.26881	180	2011	1989	3.714628
"CAR"	"ATL"	2017	9	"CN-0500"	63	5.13131	1	2011	1989	7.807715
"CIN"	"JAC"	2017	9	"AD-0100"	35	4.499612	35	2011	1987	5.58
"DAL"	"KC"	2017	9	"DP-2037"	64.8	5.43708	135	2016	1993	3.706125
"DEN"	"PHI"	2017	9	"BO-0650"	33.9	4.012287	57	2012	1990	4.741386
"DET"	"GB"	2017	9	"MS-4100"	59.2	6.658396	1	2009	1988	7.807715
"GB"	"DET"	2017	9	"BH-2300"	51.7	4.700454	147	2015	1993	3.728303
"HOU"	"IND"	2017	9	"TS-0550"	67	4.089803	135	2014	1990	3.706125
"IND"	"HOU"	2017	9	"JB-5725"	60	6.139315	91	2016	1992	3.924745
"JAC"	"CIN"	2017	9	"BB-2425"	65.9	5.548418	3	2014	1992	7.557323
"KC"	"DAL"	2017	9	"AS-1600"	54.6	5.711785	1	2005	1984	7.807715
"LAR"	"NYG"	2017	9	"JG-1850"	36.7	9.235396	1	2016	1994	7.807715
"MIA"	"OAK"	2017	9	"JC-6200"	61	6.357392	11	2006	1983	6.92533
"NO"	"TB"	2017	9	"DB-3800"	40.4	7.595945	32	2001	1979	5.704956
"NYG"	"LAR"	2017	9	"GS-1050"	.1	-.0922054	39	2013	1990	5.425425
"NYG"	"LAR"	2017	9	"EM-0200"	48.6	4.537561	1	2004	1981	7.807715
"NYJ"	"BUF"	2017	9	"JM-2900"	50.9	5.970145	81	2002	1979	4.034532
"OAK"	"MIA"	2017	9	"DC-0725"	54.6	6.991155	36	2014	1991	5.53506
"PHI"	"DEN"	2017	9	"CW-1425"	37.2	7.818875	2	2016	1992	7.649599
"PHI"	"DEN"	2017	9	"NF-0250"	.8	5.580073	88	2012	1989	3.944676
"SEA"	"WAS"	2017	9	"RW-3850"	74	5.891965	75	2012	1988	4.140656
"SF"	"ARI"	2017	9	"CB-1145"	73	4.444439	104	2017	1993	3.860996
"TB"	"NO"	2017	9	"JW-5650"	30	2.922646	1	2015	1994	7.807715
"TB"	"NO"	2017	9	"RF-0500"	6.7	2.929987	250	2005	1982	3.054461
"TEN"	"BAL"	2017	9	"MM-0912"	50	5.130956	2	2015	1993	7.649599
"WAS"	"SEA"	2017	9	"KC-2350"	60	4.252194	102	2012	1988	3.889682
"ARI"	"SEA"	2017	10	"DS-3800"	72.7	3.634696	43	2007	1984	5.279004
"ATL"	"DAL"	2017	10	"MR-2500"	53.6	5.436293	3	2008	1985	7.557323
"BUF"	"NO"	2017	10	"TT-0500"	28.8	3.832492	180	2011	1989	3.714628
"BUF"	"NO"	2017	10	"NP-0182"	.5	7.042026	171	2017	1994	3.735131
"CAR"	"MIA"	2017	10	"CN-0500"	55.6	7.469669	1	2011	1989	7.807715
"CHI"	"GB"	2017	10	"MT-1800"	57	5.543223	2	2017	1994	7.649599
"CIN"	"TEN"	2017	10	"AD-0100"	50	6.252079	35	2011	1987	5.58
"CLE"	"DET"	2017	10	"DK-0875"	69.4	5.954486	52	2017	1996	4.945647
"CLE"	"DET"	2017	10	"CK-0550"	7	-2.001164	93	2016	1993	3.914617
"DAL"	"ATL"	2017	10	"DP-2037"	47.3	3.914899	135	2016	1993	3.706125
"DEN"	"NE"	2017	10	"BO-0650"	50	5.97764	57	2012	1990	4.741386
"DET"	"CLE"	2017	10	"MS-4100"	47	7.039989	1	2009	1988	7.807715
"GB"	"CHI"	2017	10	"BH-2300"	64	5.469983	147	2015	1993	3.728303
"HOU"	"LAR"	2017	10	"TS-0550"	52.9	4.519071	135	2014	1990	3.706125
"IND"	"PIT"	2017	10	"JB-5725"	55	4.529741	91	2016	1992	3.924745
"JAC"	"LAC"	2017	10	"BB-2425"	81	4.815031	3	2014	1992	7.557323
"LAC"	"JAC"	2017	10	"PR-0300"	66	4.994359	4	2004	1981	7.46118
"LAR"	"HOU"	2017	10	"JG-1850"	51.2	6.642811	1	2016	1994	7.807715
"MIA"	"CAR"	2017	10	"JC-6200"	38.5	5.147184	11	2006	1983	6.92533
"MIN"	"WAS"	2017	10	"CK-0250"	57.7	7.148375	0	2012	1988	3
"NE"	"DEN"	2017	10	"BH-1900"	.4	6.087059	0	2009	1985	3
"NE"	"DEN"	2017	10	"TB-2300"	47	6.630289	199	2000	1977	3.663153
"NO"	"BUF"	2017	10	"DB-3800"	45.3	7.279416	32	2001	1979	5.704956
"NYG"	"SF"	2017	10	"EM-0200"	52.2	5.814218	1	2004	1981	7.807715
"NYJ"	"TB"	2017	10	"JM-2900"	63.9	4.585217	81	2002	1979	4.034532
"PIT"	"IND"	2017	10	"BR-1100"	62	4.95275	11	2004	1982	6.92533
"SEA"	"ARI"	2017	10	"RW-3850"	57.4	4.847607	75	2012	1988	4.140656
"SF"	"NYG"	2017	10	"CB-1145"	52.8	8.816766	104	2017	1993	3.860996
"TB"	"NYJ"	2017	10	"RF-0500"	63.6	4.356026	250	2005	1982	3.054461
"TEN"	"CIN"	2017	10	"MM-0912"	84	4.845492	2	2015	1993	7.649599
"WAS"	"MIN"	2017	10	"KC-2350"	72	5.378624	102	2012	1988	3.889682
"ARI"	"HOU"	2017	11	"BG-0100"	54	5.26131	10	2011	1989	6.997664
"ATL"	"SEA"	2017	11	"MR-2500"	56	5.12462	3	2008	1985	7.557323
"BAL"	"GB"	2017	11	"JF-1900"	52	4.341267	18	2008	1985	6.455974
"BUF"	"LAC"	2017	11	"TT-0500"	2.6	5.719331	180	2011	1989	3.714628
"BUF"	"LAC"	2017	11	"NP-0182"	24	5.877333	171	2017	1994	3.735131
"CHI"	"DET"	2017	11	"MT-1800"	61	6.640096	2	2017	1994	7.649599
"CIN"	"DEN"	2017	11	"AD-0100"	51	3.887364	35	2011	1987	5.58
"CLE"	"JAC"	2017	11	"DK-0875"	53.4	3.767403	52	2017	1996	4.945647
"DAL"	"PHI"	2017	11	"CR-1750"	0	-.3429894	0	2017	1993	3
"DAL"	"PHI"	2017	11	"DP-2037"	51	3.214798	135	2016	1993	3.706125
"DEN"	"CIN"	2017	11	"BO-0650"	79	4.240146	57	2012	1990	4.741386
"DET"	"CHI"	2017	11	"MS-4100"	57	6.489913	1	2009	1988	7.807715
"GB"	"BAL"	2017	11	"BH-2300"	63.2	4.043391	147	2015	1993	3.728303
"HOU"	"ARI"	2017	11	"TS-0550"	66.2	5.054348	135	2014	1990	3.706125
"JAC"	"CLE"	2017	11	"BB-2425"	75	4.047808	3	2014	1992	7.557323
"KC"	"NYG"	2017	11	"AS-1600"	71	5.676276	1	2005	1984	7.807715
"LAC"	"BUF"	2017	11	"PR-0300"	37.6	6.180404	4	2004	1981	7.46118
"LAC"	"BUF"	2017	11	"KC-1400"	.8	5.273739	49	2006	1983	5.036245
"LAR"	"MIN"	2017	11	"JG-1850"	44.3	4.730649	1	2016	1994	7.807715
"MIA"	"TB"	2017	11	"JC-6200"	22	7.044252	11	2006	1983	6.92533
"MIA"	"TB"	2017	11	"MM-4700"	38	7.637553	0	2007	1984	3
"MIN"	"LAR"	2017	11	"CK-0250"	67.4	6.037701	0	2012	1988	3
"NE"	"OAK"	2017	11	"TB-2300"	40	8.066613	199	2000	1977	3.663153
"NO"	"WAS"	2017	11	"DB-3800"	64.8	7.888198	32	2001	1979	5.704956
"NYG"	"KC"	2017	11	"EM-0200"	67	5.140751	1	2004	1981	7.807715
"OAK"	"NE"	2017	11	"DC-0725"	37.3	4.93698	36	2014	1991	5.53506
"PHI"	"DAL"	2017	11	"CW-1425"	52.1	6.857603	2	2016	1992	7.649599
"PIT"	"TEN"	2017	11	"BR-1100"	56.7	5.554732	11	2004	1982	6.92533
"SEA"	"ATL"	2017	11	"RW-3850"	68	5.216617	75	2012	1988	4.140656
"TB"	"MIA"	2017	11	"RF-0500"	62	5.329731	250	2005	1982	3.054461
"TEN"	"PIT"	2017	11	"MM-0912"	47.4	6.132673	2	2015	1993	7.649599
"WAS"	"NO"	2017	11	"KC-2350"	67	6.706772	102	2012	1988	3.889682
"ARI"	"JAC"	2017	12	"BG-0100"	69	4.660905	10	2011	1989	6.997664
"ATL"	"TB"	2017	12	"MR-2500"	62.9	7.850483	3	2008	1985	7.557323
"BAL"	"HOU"	2017	12	"JF-1900"	63	4.577613	18	2008	1985	6.455974
"BUF"	"KC"	2017	12	"TT-0500"	66	4.243221	180	2011	1989	3.714628
"CAR"	"NYJ"	2017	12	"CN-0500"	64	5.045512	1	2011	1989	7.807715
"CHI"	"PHI"	2017	12	"MT-1800"	26.1	2.716821	2	2017	1994	7.649599
"CIN"	"CLE"	2017	12	"AD-0100"	56	6.370412	35	2011	1987	5.58
"CLE"	"CIN"	2017	12	"CK-0550"	2	-4.418257	93	2016	1993	3.914617
"CLE"	"CIN"	2017	12	"DK-0875"	63.6	6.5663	52	2017	1996	4.945647
"DAL"	"LAC"	2017	12	"DP-2037"	46.6	4.714721	135	2016	1993	3.706125
"DEN"	"OAK"	2017	12	"TS-1450"	20.4	5.969915	250	2015	1992	3.054461
"DEN"	"OAK"	2017	12	"PL-0400"	31.6	2.128041	26	2016	1994	6.014512
"DET"	"MIN"	2017	12	"MS-4100"	53	5.053047	1	2009	1988	7.807715
"GB"	"PIT"	2017	12	"BH-2300"	54	5.807844	147	2015	1993	3.728303
"HOU"	"BAL"	2017	12	"TS-0550"	64	4.796929	135	2014	1990	3.706125
"IND"	"TEN"	2017	12	"JB-5725"	61	3.755373	91	2016	1992	3.924745
"JAC"	"ARI"	2017	12	"BB-2425"	57	3.701933	3	2014	1992	7.557323
"KC"	"BUF"	2017	12	"AS-1600"	56	4.185486	1	2005	1984	7.807715
"LAC"	"DAL"	2017	12	"PR-0300"	53.7	8.732358	4	2004	1981	7.46118
"LAR"	"NO"	2017	12	"JG-1850"	69.9	5.711289	1	2016	1994	7.807715
"MIA"	"NE"	2017	12	"MM-4700"	54.7	4.21112	0	2007	1984	3
"MIN"	"DET"	2017	12	"CK-0250"	70	5.743316	0	2012	1988	3
"NE"	"MIA"	2017	12	"TB-2300"	57.3	7.159118	199	2000	1977	3.663153
"NO"	"LAR"	2017	12	"DB-3800"	52	6.707344	32	2001	1979	5.704956
"NYG"	"WAS"	2017	12	"EM-0200"	54	3.336512	1	2004	1981	7.807715
"NYJ"	"CAR"	2017	12	"JM-2900"	63	6.381017	81	2002	1979	4.034532
"OAK"	"DEN"	2017	12	"DC-0725"	54.3	5.975362	36	2014	1991	5.53506
"PHI"	"CHI"	2017	12	"CW-1425"	47.4	6.668288	2	2016	1992	7.649599
"PHI"	"CHI"	2017	12	"NF-0250"	.4	4.01415	88	2012	1989	3.944676
"PIT"	"GB"	2017	12	"BR-1100"	70	6.52369	11	2004	1982	6.92533
"SEA"	"SF"	2017	12	"RW-3850"	58.7	5.18551	75	2012	1988	4.140656
"SF"	"SEA"	2017	12	"CB-1145"	56.3	3.863014	104	2017	1993	3.860996
"SF"	"SEA"	2017	12	"JG-0650"	.1	8.956057	62	2014	1991	4.61
"TB"	"ATL"	2017	12	"RF-0500"	63	5.402227	250	2005	1982	3.054461
"TEN"	"IND"	2017	12	"MM-0912"	51	5.306959	2	2015	1993	7.649599
"WAS"	"NYG"	2017	12	"KC-2350"	66	4.817683	102	2012	1988	3.889682
"ARI"	"LAR"	2017	13	"BG-0100"	56.7	4.496639	10	2011	1989	6.997664
"ATL"	"MIN"	2017	13	"MR-2500"	51	5.049168	3	2008	1985	7.557323
"BAL"	"DET"	2017	13	"JF-1900"	61.7	5.878471	18	2008	1985	6.455974
"BUF"	"NE"	2017	13	"JW-1500"	1	.0310384	199	2010	1986	3.663153
"BUF"	"NE"	2017	13	"TT-0500"	42	4.443888	180	2011	1989	3.714628
"BUF"	"NE"	2017	13	"NP-0182"	9.4	4.495616	171	2017	1994	3.735131
"CAR"	"NO"	2017	13	"CN-0500"	51.9	4.925486	1	2011	1989	7.807715
"CHI"	"SF"	2017	13	"MT-1800"	36	4.133866	2	2017	1994	7.649599
"CIN"	"PIT"	2017	13	"AD-0100"	60	5.833148	35	2011	1987	5.58
"CLE"	"LAC"	2017	13	"DK-0875"	57	5.26301	52	2017	1996	4.945647
"DAL"	"WAS"	2017	13	"DP-2037"	61.5	3.975067	135	2016	1993	3.706125
"DEN"	"MIA"	2017	13	"TS-1450"	54.6	3.896358	250	2015	1992	3.054461
"DET"	"BAL"	2017	13	"MS-4100"	52.9	6.570581	1	2009	1988	7.807715
"DET"	"BAL"	2017	13	"JR-3288"	3	5.144642	191	2016	1993	3.684489
"GB"	"TB"	2017	13	"BH-2300"	52	5.264513	147	2015	1993	3.728303
"HOU"	"TEN"	2017	13	"TS-0550"	72.1	5.667195	135	2014	1990	3.706125
"IND"	"JAC"	2017	13	"JB-5725"	49.1	4.683398	91	2016	1992	3.924745
"JAC"	"IND"	2017	13	"BB-2425"	57.2	6.740735	3	2014	1992	7.557323
"KC"	"NYJ"	2017	13	"AS-1600"	46	10.37775	1	2005	1984	7.807715
"LAC"	"CLE"	2017	13	"PR-0300"	67	6.37157	4	2004	1981	7.46118
"LAR"	"ARI"	2017	13	"JG-1850"	53.5	5.299408	1	2016	1994	7.807715
"MIA"	"DEN"	2017	13	"DF-0150"	.1	-.009591	183	2014	1990	3.707234
"MIA"	"DEN"	2017	13	"JC-6200"	52.8	6.307595	11	2006	1983	6.92533
"MIN"	"ATL"	2017	13	"CK-0250"	60	5.105979	0	2012	1988	3
"NE"	"BUF"	2017	13	"TB-2300"	55.2	7.205832	199	2000	1977	3.663153
"NO"	"CAR"	2017	13	"DB-3800"	60.1	6.30663	32	2001	1979	5.704956
"NYG"	"OAK"	2017	13	"GS-1050"	61	4.451672	39	2013	1990	5.425425
"NYJ"	"KC"	2017	13	"JM-2900"	83	5.778049	81	2002	1979	4.034532
"OAK"	"NYG"	2017	13	"DC-0725"	65	6.175063	36	2014	1991	5.53506
"PHI"	"SEA"	2017	13	"CW-1425"	70.4	5.718547	2	2016	1992	7.649599
"PIT"	"CIN"	2017	13	"BR-1100"	63	6.084811	11	2004	1982	6.92533
"SEA"	"PHI"	2017	13	"RW-3850"	53.3	5.407648	75	2012	1988	4.140656
"SF"	"CHI"	2017	13	"JG-0650"	72	5.51339	62	2014	1991	4.61
"TB"	"GB"	2017	13	"JW-5650"	74	5.474396	1	2015	1994	7.807715
"TEN"	"HOU"	2017	13	"MM-0912"	50	6.773111	2	2015	1993	7.649599
"WAS"	"DAL"	2017	13	"KC-2350"	55.2	4.65114	102	2012	1988	3.889682
"ARI"	"TEN"	2017	14	"BG-0100"	61	3.972335	10	2011	1989	6.997664
"ATL"	"NO"	2017	14	"MR-2500"	63	5.133201	3	2008	1985	7.557323
"BAL"	"PIT"	2017	14	"JF-1900"	61	6.981181	18	2008	1985	6.455974
"BUF"	"IND"	2017	14	"NP-0182"	35	5.111502	171	2017	1994	3.735131
"BUF"	"IND"	2017	14	"JW-1500"	30	4.882931	199	2010	1986	3.663153
"CAR"	"MIN"	2017	14	"CN-0500"	60	5.735095	1	2011	1989	7.807715
"CHI"	"CIN"	2017	14	"MT-1800"	59.9	7.224064	2	2017	1994	7.649599
"CIN"	"CHI"	2017	14	"AM-1150"	.5	4.710098	164	2014	1990	3.728549
"CIN"	"CHI"	2017	14	"AD-0100"	35.6	4.568263	35	2011	1987	5.58
"CLE"	"GB"	2017	14	"DK-0875"	56	6.590605	52	2017	1996	4.945647
"DAL"	"NYG"	2017	14	"DP-2037"	56.6	8.081379	135	2016	1993	3.706125
"DEN"	"NYJ"	2017	14	"TS-1450"	52.7	4.304626	250	2015	1992	3.054461
"DET"	"TB"	2017	14	"MS-4100"	62	7.152311	1	2009	1988	7.807715
"GB"	"CLE"	2017	14	"BH-2300"	73	5.29593	147	2015	1993	3.728303
"HOU"	"SF"	2017	14	"TY-0100"	38	5.657011	0	2011	1987	3
"HOU"	"SF"	2017	14	"TS-0550"	26	2.849318	135	2014	1990	3.706125
"IND"	"BUF"	2017	14	"JB-5725"	67	3.684884	91	2016	1992	3.924745
"JAC"	"SEA"	2017	14	"BB-2425"	60.8	6.945499	3	2014	1992	7.557323
"KC"	"OAK"	2017	14	"AS-1600"	61	5.882422	1	2005	1984	7.807715
"LAC"	"WAS"	2017	14	"KC-1400"	.7	2.350439	49	2006	1983	5.036245
"LAC"	"WAS"	2017	14	"PR-0300"	49.6	8.436287	4	2004	1981	7.46118
"LAR"	"PHI"	2017	14	"JG-1850"	44	6.969192	1	2016	1994	7.807715
"MIA"	"NE"	2017	14	"JC-6200"	66.3	5.405406	11	2006	1983	6.92533
"MIN"	"CAR"	2017	14	"CK-0250"	71	5.001827	0	2012	1988	3
"NE"	"MIA"	2017	14	"TB-2300"	54.9	4.629912	199	2000	1977	3.663153
"NO"	"ATL"	2017	14	"DB-3800"	52	5.740594	32	2001	1979	5.704956
"NYG"	"DAL"	2017	14	"EM-0200"	67.8	4.338062	1	2004	1981	7.807715
"NYJ"	"DEN"	2017	14	"BP-0625"	7.5	2.316315	103	2015	1991	3.870558
"NYJ"	"DEN"	2017	14	"JM-2900"	28.6	2.256322	81	2002	1979	4.034532
"OAK"	"KC"	2017	14	"DC-0725"	42.9	4.302009	36	2014	1991	5.53506
"PHI"	"LAR"	2017	14	"NF-0250"	20	3.077253	88	2012	1989	3.944676
"PHI"	"LAR"	2017	14	"CW-1425"	65	6.015714	2	2016	1992	7.649599
"PIT"	"BAL"	2017	14	"BR-1100"	83	6.577987	11	2004	1982	6.92533
"SEA"	"JAC"	2017	14	"RW-3850"	57	7.112122	75	2012	1988	4.140656
"SF"	"HOU"	2017	14	"JG-0650"	62	6.630173	62	2014	1991	4.61
"TB"	"DET"	2017	14	"JW-5650"	68	5.894515	1	2015	1994	7.807715
"TEN"	"ARI"	2017	14	"MM-0912"	56	3.502686	2	2015	1993	7.649599
"WAS"	"LAC"	2017	14	"KC-2350"	38.9	4.524738	102	2012	1988	3.889682
"ARI"	"WAS"	2017	15	"BG-0100"	79	3.926281	10	2011	1989	6.997664
"ATL"	"TB"	2017	15	"MR-2500"	67	6.200363	3	2008	1985	7.557323
"BAL"	"CLE"	2017	15	"JF-1900"	62.8	5.213897	18	2008	1985	6.455974
"BUF"	"MIA"	2017	15	"TT-0500"	56.6	5.65267	180	2011	1989	3.714628
"CAR"	"GB"	2017	15	"CN-0500"	65.9	5.786397	1	2011	1989	7.807715
"CHI"	"DET"	2017	15	"MT-1800"	59.2	5.392038	2	2017	1994	7.649599
"CIN"	"MIN"	2017	15	"AM-1150"	.6	3.00049	164	2014	1990	3.728549
"CIN"	"MIN"	2017	15	"AD-0100"	27	2.391485	35	2011	1987	5.58
"CLE"	"BAL"	2017	15	"DK-0875"	57.5	4.431525	52	2017	1996	4.945647
"DAL"	"OAK"	2017	15	"DP-2037"	59	5.702251	135	2016	1993	3.706125
"DEN"	"IND"	2017	15	"BO-0650"	50.1	7.163102	57	2012	1990	4.741386
"DEN"	"IND"	2017	15	"TS-1450"	19	4.803348	250	2015	1992	3.054461
"DET"	"CHI"	2017	15	"MS-4100"	53.5	5.065018	1	2009	1988	7.807715
"GB"	"CAR"	2017	15	"AR-1300"	65.9	5.913229	24	2005	1983	6.094554
"HOU"	"JAC"	2017	15	"TY-0100"	27.9	2.602676	0	2011	1987	3
"IND"	"DEN"	2017	15	"JB-5725"	52	4.06086	91	2016	1992	3.924745
"JAC"	"HOU"	2017	15	"BB-2425"	37.4	6.699947	3	2014	1992	7.557323
"KC"	"LAC"	2017	15	"AS-1600"	60.2	6.485981	1	2005	1984	7.807715
"LAC"	"KC"	2017	15	"PR-0300"	51.8	5.704021	4	2004	1981	7.46118
"LAR"	"SEA"	2017	15	"JG-1850"	33.5	6.181938	1	2016	1994	7.807715
"LAR"	"SEA"	2017	15	"SM-0425"	.3	1.996468	89	2015	1992	3.948176
"MIA"	"BUF"	2017	15	"JC-6200"	72.1	5.107867	11	2006	1983	6.92533
"MIN"	"CIN"	2017	15	"CK-0250"	32	6.428455	0	2012	1988	3
"MIN"	"CIN"	2017	15	"TB-2650"	.2	1.216962	32	2014	1992	5.704956
"NE"	"PIT"	2017	15	"TB-2300"	54	6.795783	199	2000	1977	3.663153
"NO"	"NYJ"	2017	15	"DB-3800"	62.9	6.278987	32	2001	1979	5.704956
"NYG"	"PHI"	2017	15	"EM-0200"	81	6.096771	1	2004	1981	7.807715
"NYJ"	"NO"	2017	15	"BP-0625"	66.1	4.292855	103	2015	1991	3.870558
"OAK"	"DAL"	2017	15	"DC-0725"	61	4.69639	36	2014	1991	5.53506
"PHI"	"NYG"	2017	15	"NF-0250"	65	5.288794	88	2012	1989	3.944676
"PIT"	"NE"	2017	15	"BR-1100"	63	6.448667	11	2004	1982	6.92533
"SEA"	"LAR"	2017	15	"RW-3850"	24.9	2.146061	75	2012	1988	4.140656
"SF"	"TEN"	2017	15	"JG-0650"	67	6.325191	62	2014	1991	4.61
"TB"	"ATL"	2017	15	"JW-5650"	53	6.919727	1	2015	1994	7.807715
"TEN"	"SF"	2017	15	"MM-0912"	62	5.635376	2	2015	1993	7.649599
"WAS"	"ARI"	2017	15	"KC-2350"	46	4.64008	102	2012	1988	3.889682
"ARI"	"NYG"	2017	16	"DS-3800"	50.8	4.825014	43	2007	1984	5.279004
"ATL"	"NO"	2017	16	"MR-2500"	56.1	5.12144	3	2008	1985	7.557323
"BAL"	"IND"	2017	16	"JF-1900"	68	4.854025	18	2008	1985	6.455974
"BUF"	"NE"	2017	16	"TT-0500"	61	5.181137	180	2011	1989	3.714628
"CAR"	"TB"	2017	16	"CN-0500"	55	4.402553	1	2011	1989	7.807715
"CAR"	"TB"	2017	16	"DA-1300"	3	2.578311	213	2005	1983	3.567441
"CHI"	"CLE"	2017	16	"MT-1800"	49.8	4.857985	2	2017	1994	7.649599
"CIN"	"DET"	2017	16	"AD-0100"	76	4.693931	35	2011	1987	5.58
"CLE"	"CHI"	2017	16	"DK-0875"	54.8	4.649397	52	2017	1996	4.945647
"DAL"	"SEA"	2017	16	"DP-2037"	68	3.818775	135	2016	1993	3.706125
"DEN"	"WAS"	2017	16	"BO-0650"	58.5	4.451777	57	2012	1990	4.741386
"DET"	"CIN"	2017	16	"MS-4100"	59	4.755076	1	2009	1988	7.807715
"GB"	"MIN"	2017	16	"BH-2300"	63.5	3.57696	147	2015	1993	3.728303
"HOU"	"PIT"	2017	16	"TY-0100"	28.6	4.002845	0	2011	1987	3
"HOU"	"PIT"	2017	16	"TH-1250"	7.8	1.796296	0	2015	1993	3
"IND"	"BAL"	2017	16	"JB-5725"	59	5.275825	91	2016	1992	3.924745
"JAC"	"SF"	2017	16	"BB-2425"	70.7	6.203325	3	2014	1992	7.557323
"KC"	"MIA"	2017	16	"AS-1600"	68.5	5.938114	1	2005	1984	7.807715
"LAC"	"NYJ"	2017	16	"PR-0300"	69.5	5.556109	4	2004	1981	7.46118
"LAR"	"TEN"	2017	16	"JG-1850"	65	6.620146	1	2016	1994	7.807715
"MIA"	"KC"	2017	16	"JC-6200"	47.7	7.340317	11	2006	1983	6.92533
"MIN"	"GB"	2017	16	"CK-0250"	56.5	4.306764	0	2012	1988	3
"NE"	"BUF"	2017	16	"TB-2300"	61.6	6.056738	199	2000	1977	3.663153
"NO"	"ATL"	2017	16	"DB-3800"	53.5	5.336663	32	2001	1979	5.704956
"NYG"	"ARI"	2017	16	"EM-0200"	52.3	4.174532	1	2004	1981	7.807715
"NYJ"	"LAC"	2017	16	"BP-0625"	61	4.776647	103	2015	1991	3.870558
"OAK"	"PHI"	2017	16	"DC-0725"	62	4.818007	36	2014	1991	5.53506
"PHI"	"OAK"	2017	16	"NF-0250"	61	3.627764	88	2012	1989	3.944676
"PIT"	"HOU"	2017	16	"LJ-1250"	.1	3.409049	115	2013	1989	3.782884
